entry_time,exit_time,pnl,entry_count,avg_leverage
2025-05-02 10:55:00+00:00,2025-05-02 12:00:00+00:00,-11.195927389214564,2,2.0
2025-05-02 12:30:00+00:00,2025-05-02 12:35:00+00:00,25.691482754493972,1,2.0
2025-05-02 12:35:00+00:00,2025-05-02 12:55:00+00:00,66.19954457343182,2,3.0
2025-05-02 12:55:00+00:00,2025-05-02 13:45:00+00:00,-60.56389149214925,2,3.0
2025-05-02 13:45:00+00:00,2025-05-02 14:05:00+00:00,12.921381782616997,1,1.0
2025-05-02 15:00:00+00:00,2025-05-02 15:25:00+00:00,-50.70671334359838,2,3.5
2025-05-02 16:05:00+00:00,2025-05-02 17:20:00+00:00,-16.8460970389836,2,2.0
2025-05-02 18:20:00+00:00,2025-05-02 18:45:00+00:00,-55.87014110291949,2,3.5
2025-05-02 18:45:00+00:00,2025-05-05 08:00:00+00:00,-75.11324501430485,2,2.0
2025-05-05 09:35:00+00:00,2025-05-05 11:40:00+00:00,-21.01797523966667,2,2.0
2025-05-05 11:40:00+00:00,2025-05-05 13:55:00+00:00,100.5978737498339,2,3.5
2025-05-05 13:55:00+00:00,2025-05-05 14:35:00+00:00,29.00006292054452,2,2.5
2025-05-05 14:35:00+00:00,2025-05-05 16:10:00+00:00,50.04383206956115,2,2.5
2025-05-05 16:40:00+00:00,2025-05-05 17:20:00+00:00,-44.67784348639965,2,3.0
2025-05-05 18:10:00+00:00,2025-05-05 19:00:00+00:00,-13.663687018878163,2,2.0
2025-05-05 22:05:00+00:00,2025-05-05 23:55:00+00:00,-6.4721268066827005,2,2.5
