exit_time,pnl,entry_count,avg_leverage
2025-05-02 09:10:00+00:00,558.1611852352743,2,2.5
2025-05-02 10:45:00+00:00,-12.547364140769162,1,2.0
2025-05-02 13:50:00+00:00,91.0901038276855,1,2.0
2025-05-02 15:25:00+00:00,-165.47992264610494,1,2.0
2025-05-02 17:05:00+00:00,-53.141570198151726,1,2.0
2025-05-02 19:00:00+00:00,-229.91512207276767,1,2.0
2025-05-02 20:40:00+00:00,-24.7404371245824,1,2.0
2025-05-02 22:25:00+00:00,-45.96483954836351,1,2.0
