exit_time,pnl,entry_count,avg_leverage
2025-05-02 11:35:00+00:00,-258.33435846968626,1,2.0
2025-05-02 13:50:00+00:00,-73.58625258308615,2,2.5
2025-05-02 15:25:00+00:00,-350.0513869782476,1,2.0
2025-05-02 17:05:00+00:00,-93.28106858869418,1,2.0
2025-05-02 19:00:00+00:00,-441.26389862200915,1,2.0
2025-05-02 20:40:00+00:00,-58.815708706055666,1,2.0
2025-05-02 22:35:00+00:00,-166.52496936236355,1,2.0
2025-05-05 17:45:00+00:00,-486.56036563807953,1,2.0
2025-05-05 19:00:00+00:00,-264.8501519453867,1,2.0
