entry_time,exit_time,pnl,entry_count,avg_leverage
2025-05-02 19:45:00+00:00,2025-05-05 08:05:00+00:00,-199.74087265120681,2,3.0
2025-05-05 08:05:00+00:00,2025-05-05 23:55:00+00:00,-11.697399414476873,2,2.0
