timestamp,close,high,low,trade_count,open,volume,vwap,symbol
2025-05-02 18:00:00+00:00,294.7,294.78,293.61,5157,293.8055,405204,294.359273,TSLA
2025-05-02 18:01:00+00:00,293.98,294.76,293.8,3677,294.6818,356438,294.280194,TSLA
2025-05-02 18:02:00+00:00,293.872,294.14,293.77,2030,293.98,171592,293.950391,TSLA
2025-05-02 18:03:00+00:00,293.9401,294.1,293.82,1667,293.85,128469,293.982404,TSLA
2025-05-02 18:04:00+00:00,293.95,294.0,293.8,1561,293.97,112596,293.909635,TSLA
2025-05-02 18:05:00+00:00,294.4099,294.4099,293.86,2122,293.9157,166293,294.150386,TSLA
2025-05-02 18:06:00+00:00,294.345,294.49,294.22,2038,294.4,154522,294.339368,TSLA
2025-05-02 18:07:00+00:00,294.155,294.38,293.92,1864,294.33,131314,294.14311,TSLA
2025-05-02 18:08:00+00:00,294.0166,294.2898,293.9501,1711,294.2051,111244,294.124827,TSLA
2025-05-02 18:09:00+00:00,293.99,294.01,293.8,1598,294.01,116841,293.923625,TSLA
2025-05-02 18:10:00+00:00,293.855,294.1,293.76,1671,293.951,128311,293.92834,TSLA
2025-05-02 18:11:00+00:00,294.14,294.25,293.73,2093,293.93,162334,294.029242,TSLA
2025-05-02 18:12:00+00:00,293.955,294.1484,293.86,1514,294.1484,119879,293.977818,TSLA
2025-05-02 18:13:00+00:00,293.96,294.1,293.81,1825,293.98,121574,293.968492,TSLA
2025-05-02 18:14:00+00:00,293.38,294.01,293.35,2792,293.9201,215495,293.607958,TSLA
2025-05-02 18:15:00+00:00,293.09,293.4,292.85,3292,293.3406,283738,293.094485,TSLA
2025-05-02 18:16:00+00:00,293.4038,293.47,292.95,2120,293.0906,170441,293.2098,TSLA
2025-05-02 18:17:00+00:00,293.22,293.5343,293.18,1881,293.388,143479,293.365208,TSLA
2025-05-02 18:18:00+00:00,293.12,293.39,293.05,1687,293.2225,103095,293.199539,TSLA
2025-05-02 18:19:00+00:00,293.04,293.42,293.0,2141,293.08,168117,293.186106,TSLA
2025-05-02 18:20:00+00:00,292.99,293.38,292.9,1952,293.01,139477,293.139123,TSLA
2025-05-02 18:21:00+00:00,293.32,293.41,292.9,2063,293.01,159892,293.191611,TSLA
2025-05-02 18:22:00+00:00,293.16,293.4,292.95,1593,293.32,114455,293.164879,TSLA
2025-05-02 18:23:00+00:00,293.15,293.23,292.91,1381,293.1949,102105,293.063621,TSLA
2025-05-02 18:24:00+00:00,293.2,293.3,292.98,1369,293.15,98890,293.100908,TSLA
2025-05-02 18:25:00+00:00,293.69,293.75,293.1,2270,293.2,181930,293.442932,TSLA
2025-05-02 18:26:00+00:00,293.3436,293.8,293.21,2266,293.72,177602,293.545251,TSLA
2025-05-02 18:27:00+00:00,293.51,293.5617,293.28,1347,293.35,83827,293.428638,TSLA
2025-05-02 18:28:00+00:00,293.17,293.5499,293.13,1611,293.5499,103400,293.311041,TSLA
2025-05-02 18:29:00+00:00,293.16,293.38,293.1,1368,293.13,79857,293.222906,TSLA
2025-05-02 18:30:00+00:00,293.175,293.2751,292.81,3004,293.155,245927,293.0004,TSLA
2025-05-02 18:31:00+00:00,293.12,293.23,292.9,1781,293.19,119415,293.072046,TSLA
2025-05-02 18:32:00+00:00,293.19,293.29,292.99,1360,293.1,84604,293.134183,TSLA
2025-05-02 18:33:00+00:00,293.215,293.39,292.9408,1932,293.165,145238,293.215828,TSLA
2025-05-02 18:34:00+00:00,293.14,293.28,292.95,1433,293.25,86169,293.138791,TSLA
2025-05-02 18:35:00+00:00,293.5443,293.7,293.1121,2394,293.1121,202072,293.464404,TSLA
2025-05-02 18:36:00+00:00,293.9562,293.96,293.3509,2482,293.51,218848,293.725439,TSLA
2025-05-02 18:37:00+00:00,293.8675,294.0871,293.66,2385,293.935,168167,293.857757,TSLA
2025-05-02 18:38:00+00:00,293.86,293.9,293.67,1436,293.865,100921,293.795045,TSLA
2025-05-02 18:39:00+00:00,293.7773,293.9241,293.64,1379,293.8604,97161,293.779301,TSLA
2025-05-02 18:40:00+00:00,293.64,293.8538,293.57,1545,293.7724,116871,293.661358,TSLA
2025-05-02 18:41:00+00:00,293.1696,293.7,293.05,2521,293.67,181747,293.382059,TSLA
2025-05-02 18:42:00+00:00,292.75,293.1532,292.62,3303,293.1532,279214,292.855322,TSLA
2025-05-02 18:43:00+00:00,292.98,293.2,292.7,1946,292.72,173669,293.029258,TSLA
2025-05-02 18:44:00+00:00,292.96,293.19,292.84,1575,292.96,116745,293.025471,TSLA
2025-05-02 18:45:00+00:00,292.35,293.11,292.25,3117,292.99,253150,292.565583,TSLA
2025-05-02 18:46:00+00:00,292.3799,292.66,292.3,2368,292.38,176874,292.413701,TSLA
2025-05-02 18:47:00+00:00,291.985,292.484,291.77,3975,292.35,336159,292.050497,TSLA
2025-05-02 18:48:00+00:00,291.4875,292.03,291.41,3317,291.985,266076,291.628815,TSLA
2025-05-02 18:49:00+00:00,291.07,291.48,291.01,3293,291.47,282612,291.221983,TSLA
2025-05-02 18:50:00+00:00,290.8844,291.57,290.639,5106,291.12,458704,291.043471,TSLA
2025-05-02 18:51:00+00:00,291.25,291.48,290.81,3280,290.84,279725,291.177097,TSLA
2025-05-02 18:52:00+00:00,291.4855,291.83,291.23,2953,291.245,270524,291.575301,TSLA
2025-05-02 18:53:00+00:00,291.75,291.977,291.46,2060,291.5046,170040,291.75202,TSLA
2025-05-02 18:54:00+00:00,291.432,291.8084,291.31,2552,291.8084,248804,291.515825,TSLA
2025-05-02 18:55:00+00:00,291.06,291.559,290.92,3251,291.41,282232,291.115543,TSLA
2025-05-02 18:56:00+00:00,291.0,291.2,290.67,3551,291.055,354517,290.916255,TSLA
2025-05-02 18:57:00+00:00,291.175,291.35,290.81,2501,290.98,252132,291.140065,TSLA
2025-05-02 18:58:00+00:00,290.8,291.3,290.72,2270,291.1557,226176,290.891572,TSLA
2025-05-02 18:59:00+00:00,291.0,291.0692,290.8,1843,290.82,148204,290.919374,TSLA
2025-05-02 19:00:00+00:00,289.9457,291.03,289.78,6124,290.98,502714,290.192125,TSLA
2025-05-02 19:01:00+00:00,289.845,290.06,289.71,3647,289.915,327160,289.900631,TSLA
2025-05-02 19:02:00+00:00,290.2151,290.2768,289.79,2538,289.845,771757,290.081695,TSLA
2025-05-02 19:03:00+00:00,289.995,290.4995,289.92,2331,290.26,206848,290.187848,TSLA
2025-05-02 19:04:00+00:00,289.2298,290.1863,289.04,4329,290.0336,367999,289.395159,TSLA
2025-05-02 19:05:00+00:00,289.41,289.42,288.81,4772,289.2368,431712,289.041092,TSLA
2025-05-02 19:06:00+00:00,289.8998,289.9991,289.31,3060,289.42,335155,289.706234,TSLA
2025-05-02 19:07:00+00:00,289.69,289.94,289.51,2042,289.86,171608,289.731372,TSLA
2025-05-02 19:08:00+00:00,289.9565,290.24,289.65,2823,289.66,271302,290.041969,TSLA
2025-05-02 19:09:00+00:00,290.07,290.26,289.77,1991,289.91,171915,290.044172,TSLA
2025-05-02 19:10:00+00:00,289.6,290.09,289.6,2078,290.09,176482,289.820294,TSLA
2025-05-02 19:11:00+00:00,289.4529,289.7,289.39,2089,289.64,185133,289.521151,TSLA
2025-05-02 19:12:00+00:00,288.85,289.46,288.82,2860,289.41,280124,289.146092,TSLA
2025-05-02 19:13:00+00:00,289.12,289.27,288.875,2324,288.91,205984,289.045757,TSLA
2025-05-02 19:14:00+00:00,289.19,289.29,288.62,2980,289.1453,267888,288.908323,TSLA
2025-05-02 19:15:00+00:00,289.615,289.63,288.96,2602,289.185,251954,289.332161,TSLA
2025-05-02 19:16:00+00:00,289.03,289.65,289.0,2508,289.6441,240241,289.376147,TSLA
2025-05-02 19:17:00+00:00,288.84,289.33,288.66,2831,289.01,272267,288.897051,TSLA
2025-05-02 19:18:00+00:00,289.025,289.1599,288.82,1811,288.82,134808,288.998488,TSLA
2025-05-02 19:19:00+00:00,289.2,289.32,288.95,2176,289.0,178829,289.108079,TSLA
2025-05-02 19:20:00+00:00,289.11,289.37,288.75,2487,289.21,193312,289.045146,TSLA
2025-05-02 19:21:00+00:00,289.84,289.9,289.1323,3693,289.1389,329596,289.606426,TSLA
2025-05-02 19:22:00+00:00,289.7096,289.9931,289.66,2672,289.84,243090,289.818097,TSLA
2025-05-02 19:23:00+00:00,289.135,289.7388,289.04,2504,289.67,211826,289.400178,TSLA
2025-05-02 19:24:00+00:00,289.23,289.59,289.1,2146,289.135,183530,289.401866,TSLA
2025-05-02 19:25:00+00:00,289.38,289.59,289.14,1792,289.2101,167061,289.398948,TSLA
2025-05-02 19:26:00+00:00,289.5606,289.9693,289.35,2351,289.39,219582,289.743567,TSLA
2025-05-02 19:27:00+00:00,289.71,289.88,289.3,1867,289.53,165103,289.573823,TSLA
2025-05-02 19:28:00+00:00,289.555,289.8595,289.51,1723,289.7262,140855,289.67773,TSLA
