timestamp,close,high,low,trade_count,open,volume,vwap
2025-05-02 08:00:00+00:00,207.2,207.6,205.82,964,206.6,88486,207.104846
2025-05-02 08:05:00+00:00,207.43,207.57,207.21,529,207.32,23455,207.395075
2025-05-02 08:10:00+00:00,207.7,207.79,207.41,381,207.41,24392,207.661586
2025-05-02 08:15:00+00:00,207.88,207.89,207.63,240,207.72,11355,207.815223
2025-05-02 08:20:00+00:00,207.75,208.01,207.6,540,207.88,41008,207.853404
2025-05-02 08:25:00+00:00,207.65,207.75,207.5,233,207.7,7963,207.578047
2025-05-02 08:30:00+00:00,207.55,207.62,207.44,209,207.62,8975,207.489292
2025-05-02 08:35:00+00:00,207.72,207.74,207.63,151,207.64,8032,207.672632
2025-05-02 08:40:00+00:00,207.45,207.65,207.44,268,207.65,15993,207.536066
2025-05-02 08:45:00+00:00,207.43,207.5,207.4,292,207.45,15285,207.45563
2025-05-02 08:50:00+00:00,207.24,207.48,207.24,296,207.41,10728,207.39645
2025-05-02 08:55:00+00:00,207.14,207.25,207.0,453,207.19,19618,207.097663
2025-05-02 09:00:00+00:00,206.9,207.2,206.9,282,207.2,9167,207.099469
2025-05-02 09:05:00+00:00,207.41,207.49,206.9,208,206.94,7848,207.209531
2025-05-02 09:10:00+00:00,207.32,207.4,207.3,134,207.36,3802,207.356119
2025-05-02 09:15:00+00:00,207.47,207.48,207.37,92,207.37,3261,207.432551
2025-05-02 09:20:00+00:00,207.2,207.4,207.12,250,207.4,7285,207.217684
2025-05-02 09:25:00+00:00,207.04,207.12,206.9,225,207.12,7306,207.045171
2025-05-02 09:30:00+00:00,207.34,207.39,207.28,82,207.28,3597,207.339212
2025-05-02 09:35:00+00:00,207.2,207.3,207.2,136,207.3,5646,207.217477
2025-05-02 09:40:00+00:00,207.51,207.6,207.23,151,207.23,5166,207.496034
2025-05-02 09:45:00+00:00,207.54,207.54,207.46,74,207.5,2576,207.49697
2025-05-02 09:50:00+00:00,207.39,207.53,207.2,251,207.53,7417,207.3284
2025-05-02 09:55:00+00:00,207.2,207.31,207.2,140,207.26,2421,207.261139
2025-05-02 10:00:00+00:00,206.92,207.29,206.88,402,207.24,16922,206.994875
2025-05-02 10:05:00+00:00,207.04,207.16,206.9,194,206.95,10473,207.0112
2025-05-02 10:10:00+00:00,206.9,207.02,206.9,223,207.0,6322,206.963075
2025-05-02 10:15:00+00:00,206.92,206.97,206.88,234,206.91,15435,206.902661
2025-05-02 10:20:00+00:00,206.6,206.95,206.6,556,206.95,17899,206.859532
2025-05-02 10:25:00+00:00,206.76,206.8,206.62,216,206.7,10534,206.729019
2025-05-02 10:30:00+00:00,206.86,206.96,206.84,210,206.9,7273,206.889962
2025-05-02 10:35:00+00:00,206.42,206.92,206.42,669,206.91,21625,206.697786
2025-05-02 10:40:00+00:00,206.52,206.68,206.5,191,206.52,8541,206.513922
2025-05-02 10:45:00+00:00,206.5,206.66,206.5,230,206.52,15054,206.533757
2025-05-02 10:50:00+00:00,206.56,206.61,206.47,265,206.5,11735,206.521537
2025-05-02 10:55:00+00:00,206.41,206.65,206.41,283,206.65,8598,206.544688
2025-05-02 11:00:00+00:00,206.9,206.9,206.35,576,206.56,29670,206.618263
2025-05-02 11:05:00+00:00,206.9,207.1,206.77,710,206.9,33831,206.957586
2025-05-02 11:10:00+00:00,207.3,207.31,206.85,373,206.9,17131,207.01654
2025-05-02 11:15:00+00:00,206.43,207.4,206.38,1155,207.35,79360,206.915059
2025-05-02 11:20:00+00:00,205.97,206.63,205.51,2073,206.59,132994,206.039252
2025-05-02 11:25:00+00:00,206.15,206.15,205.65,661,205.9,37557,205.916541
2025-05-02 11:30:00+00:00,205.85,206.24,205.8,848,206.15,50291,206.02385
2025-05-02 11:35:00+00:00,205.88,206.04,205.75,409,205.8,17671,205.88386
2025-05-02 11:40:00+00:00,206.29,206.3,205.89,429,205.9,28674,206.03846
2025-05-02 11:45:00+00:00,206.39,206.44,206.15,364,206.25,19154,206.286605
2025-05-02 11:50:00+00:00,206.15,206.39,206.15,309,206.3,16215,206.229488
2025-05-02 11:55:00+00:00,206.0,206.25,206.0,331,206.22,18140,206.116584
2025-05-02 12:00:00+00:00,207.35,208.0324,205.5999,5440,207.03,418351,206.493566
2025-05-02 12:05:00+00:00,206.1,206.3489,205.89,742,206.3489,46260,206.054381
2025-05-02 12:10:00+00:00,206.11,206.25,206.05,473,206.05,32617,206.164779
2025-05-02 12:15:00+00:00,205.7504,206.21,205.5,1404,206.14,77135,205.791883
2025-05-02 12:20:00+00:00,205.76,205.9087,205.5,1028,205.8,58611,205.618226
2025-05-02 12:25:00+00:00,206.25,206.3,205.75,505,205.75,37996,206.040888
2025-05-02 12:30:00+00:00,206.7989,207.01,206.0,2718,206.3,174725,206.619382
2025-05-02 12:35:00+00:00,206.7045,206.94,206.39,1894,206.76,117119,206.675512
2025-05-02 12:40:00+00:00,206.7,206.7,206.35,1327,206.67,89459,206.518877
2025-05-02 12:45:00+00:00,207.4,207.4,206.6,1588,206.7,120471,207.002779
2025-05-02 12:50:00+00:00,207.38,207.48,206.88,1527,207.41,97674,207.164131
2025-05-02 12:55:00+00:00,207.45,207.7498,207.152,1886,207.39,134552,207.50493
