timestamp,close,high,low,trade_count,open,volume,vwap
2025-05-05 16:30:00+00:00,82.4747,82.55,82.4747,37,82.55,1261,82.500409
2025-05-05 16:35:00+00:00,82.56,82.56,82.4859,28,82.4893,1180,82.506518
2025-05-05 16:40:00+00:00,82.58,82.635,82.5735,50,82.58,3373,82.591524
2025-05-05 16:45:00+00:00,82.61,82.6199,82.5603,39,82.5603,5363,82.612324
2025-05-05 16:50:00+00:00,82.6,82.6597,82.563,55,82.65,3847,82.590354
2025-05-05 16:55:00+00:00,82.565,82.61,82.5527,50,82.603,6633,82.569356
2025-05-05 17:00:00+00:00,82.4901,82.5097,82.4324,101,82.5,7397,82.470468
2025-05-05 17:05:00+00:00,82.48,82.5199,82.47,52,82.49,4125,82.497299
2025-05-05 17:10:00+00:00,82.4555,82.56,82.4555,98,82.56,18182,82.545805
2025-05-05 17:15:00+00:00,82.4152,82.475,82.35,75,82.4252,12376,82.415951
2025-05-05 17:20:00+00:00,82.38,82.42,82.3664,31,82.42,4065,82.376809
2025-05-05 17:25:00+00:00,82.41,82.44,82.372,49,82.405,2908,82.410972
2025-05-05 17:30:00+00:00,82.5536,82.5915,82.425,97,82.425,14114,82.541045
2025-05-05 17:35:00+00:00,82.5641,82.6,82.5641,32,82.6,2542,82.598004
2025-05-05 17:40:00+00:00,82.5465,82.5747,82.5465,6,82.5747,1271,82.57
2025-05-05 17:45:00+00:00,82.64,82.65,82.55,74,82.55,10729,82.638406
2025-05-05 17:50:00+00:00,82.65,82.69,82.6,52,82.63,4397,82.640265
2025-05-05 17:55:00+00:00,82.58,82.6301,82.58,39,82.61,5204,82.620302
2025-05-05 18:00:00+00:00,82.66,82.66,82.55,44,82.59,5939,82.60938
2025-05-05 18:05:00+00:00,82.7,82.74,82.66,62,82.66,7413,82.693992
2025-05-05 18:10:00+00:00,82.76,82.7681,82.705,30,82.711,3178,82.723559
2025-05-05 18:15:00+00:00,82.69,82.7504,82.69,57,82.74,3159,82.733862
2025-05-05 18:20:00+00:00,82.7356,82.75,82.6872,49,82.6872,3606,82.716694
2025-05-05 18:25:00+00:00,82.72,82.78,82.71,68,82.7493,6938,82.752934
2025-05-05 18:30:00+00:00,82.7927,82.805,82.7,75,82.72,8784,82.781648
2025-05-05 18:35:00+00:00,82.82,82.82,82.7701,50,82.7953,2980,82.792808
2025-05-05 18:40:00+00:00,82.8308,82.86,82.8,99,82.8102,7652,82.840025
2025-05-05 18:45:00+00:00,82.7902,82.848,82.7504,71,82.848,12200,82.797438
2025-05-05 18:50:00+00:00,82.71,82.7999,82.71,58,82.79,4315,82.752475
2025-05-05 18:55:00+00:00,82.61,82.7192,82.5902,106,82.7192,17500,82.653572
2025-05-05 19:00:00+00:00,82.5365,82.545,82.43,126,82.53,16451,82.499266
2025-05-05 19:05:00+00:00,82.4738,82.62,82.4738,74,82.6,6381,82.542612
2025-05-05 19:10:00+00:00,82.45,82.5,82.415,82,82.46,16165,82.458344
2025-05-05 19:15:00+00:00,82.5,82.55,82.45,69,82.45,9348,82.491701
2025-05-05 19:20:00+00:00,82.32,82.4684,82.28,121,82.43,11376,82.354375
2025-05-05 19:25:00+00:00,82.31,82.355,82.26,93,82.29,14003,82.309912
2025-05-05 19:30:00+00:00,82.33,82.355,82.28,61,82.28,3809,82.320953
2025-05-05 19:35:00+00:00,82.37,82.48,82.36,87,82.36,5986,82.409436
2025-05-05 19:40:00+00:00,82.25,82.42,82.1802,153,82.39,18803,82.289388
2025-05-05 19:45:00+00:00,82.12,82.24,82.03,189,82.22,17746,82.119384
2025-05-05 19:50:00+00:00,81.91,82.24,81.85,466,82.12,29234,81.988472
2025-05-05 19:55:00+00:00,81.95,81.95,81.82,689,81.89,105892,81.884844
2025-05-05 20:00:00+00:00,81.77,81.96,81.77,32,81.95,56500,81.893426
2025-05-05 20:05:00+00:00,81.85,81.85,81.74,33,81.75,1988,81.791515
2025-05-05 20:10:00+00:00,81.76,81.79,81.76,11,81.78,10101,81.778023
2025-05-05 20:30:00+00:00,81.7208,81.7208,81.7208,3,81.7208,202,81.7208
2025-05-05 20:35:00+00:00,81.73,81.73,81.73,3,81.73,1030,81.73
2025-05-05 20:40:00+00:00,81.78,81.78,81.78,1,81.78,1000,81.78
2025-05-05 20:55:00+00:00,81.85,81.85,81.85,2,81.85,103,81.85
2025-05-05 21:05:00+00:00,81.9399,81.9399,81.9399,1,81.9399,320,81.9399
2025-05-05 21:15:00+00:00,81.76,81.76,81.76,10,81.76,1125,81.76
2025-05-05 21:25:00+00:00,81.7,81.7,81.7,7,81.7,1250,81.7
2025-05-05 21:30:00+00:00,81.77,81.77,81.77,1,81.77,100,81.77
2025-05-05 22:05:00+00:00,81.83,81.83,81.711,4,81.711,688,81.810167
2025-05-05 22:10:00+00:00,81.84,81.84,81.84,2,81.84,123,81.84
2025-05-05 22:40:00+00:00,81.8301,81.8301,81.8301,1,81.8301,100,81.8301
2025-05-05 22:50:00+00:00,81.7682,81.7682,81.7682,4,81.7682,431,81.7682
2025-05-05 23:15:00+00:00,81.8,81.8,81.8,1,81.8,200,81.8
2025-05-05 23:35:00+00:00,81.79,81.79,81.75,3,81.75,222,81.77
