timestamp,close,high,low,trade_count,open,volume,vwap,symbol,sma_20,ema_20,signal
2025-05-02 08:00:00+00:00,69.8,69.84,69.79,120,69.8,18117,69.80012,UPRO,,69.8,0
2025-05-02 08:05:00+00:00,69.82,69.83,69.64,50,69.8,2252,69.801191,UPRO,,69.80190476190477,0
2025-05-02 08:10:00+00:00,69.86,69.86,69.77,59,69.85,6269,69.817021,UPRO,,69.80743764172335,0
2025-05-02 08:15:00+00:00,69.92,69.95,69.92,17,69.92,1008,69.93459,UPRO,,69.81815786632113,0
2025-05-02 08:25:00+00:00,69.93,69.98,69.8,59,69.92,11602,69.851938,UPRO,,69.82880949810007,0
2025-05-02 08:30:00+00:00,70.01,70.01,70.0,10,70.0,1038,70.005701,UPRO,,69.84606573637625,0
2025-05-02 08:35:00+00:00,70.03,70.03,69.98,14,69.98,983,69.985882,UPRO,,69.8635832852928,0
2025-05-02 08:40:00+00:00,69.87,70.09,69.87,17,70.09,801,69.976822,UPRO,,69.8641944009792,0
2025-05-02 08:45:00+00:00,69.75,69.92,69.75,94,69.84,36243,69.898719,UPRO,,69.85331874374309,0
2025-05-02 08:50:00+00:00,69.6,69.74,69.55,53,69.71,6625,69.652774,UPRO,,69.82919314910089,0
2025-05-02 08:55:00+00:00,69.4,69.56,69.38,17,69.56,858,69.483333,UPRO,,69.78831761109129,0
2025-05-02 09:00:00+00:00,69.3,69.4,69.27,65,69.35,6144,69.337549,UPRO,,69.74181117193973,0
2025-05-02 09:05:00+00:00,69.55,69.55,69.52,7,69.52,450,69.54,UPRO,,69.7235434412788,0
2025-05-02 09:20:00+00:00,69.5,69.58,69.5,20,69.57,1373,69.563944,UPRO,,69.70225358972844,0
2025-05-02 09:30:00+00:00,69.6,69.6,69.6,5,69.6,308,69.6,UPRO,,69.69251515261145,0
2025-05-02 09:40:00+00:00,69.73,69.73,69.58,7,69.58,601,69.703333,UPRO,,69.69608513807702,0
2025-05-02 09:50:00+00:00,69.8,69.8,69.8,5,69.8,154,69.8,UPRO,,69.7059817915935,0
2025-05-02 10:05:00+00:00,69.8,69.8,69.8,8,69.8,803,69.8,UPRO,,69.71493590667984,0
2025-05-02 10:10:00+00:00,69.8,69.8,69.8,1,69.8,300,69.8,UPRO,,69.72303724890081,0
2025-05-02 10:15:00+00:00,69.9,69.94,69.9,9,69.94,1348,69.904179,UPRO,69.7485,69.73989084424359,-1
2025-05-02 10:20:00+00:00,69.79,69.82,69.79,2,69.82,200,69.805,UPRO,69.748,69.74466314479182,-1
2025-05-02 10:35:00+00:00,69.99,69.99,69.99,3,69.99,142,69.99,UPRO,69.7565,69.76802855957355,1
2025-05-02 10:45:00+00:00,69.78,69.78,69.73,14,69.77,1116,69.760769,UPRO,69.7525,69.76916869675702,1
2025-05-02 10:50:00+00:00,69.81,69.85,69.81,9,69.85,904,69.816434,UPRO,69.74699999999999,69.77305739230397,1
2025-05-02 10:55:00+00:00,69.78,69.78,69.78,3,69.78,202,69.78,UPRO,69.73949999999999,69.77371859303693,1
2025-05-02 11:00:00+00:00,69.86,69.86,69.761,26,69.83,4162,69.802738,UPRO,69.732,69.78193586989056,1
2025-05-02 11:05:00+00:00,69.79,69.85,69.79,4,69.85,269,69.814691,UPRO,69.72,69.78270388228194,1
2025-05-02 11:10:00+00:00,69.82,69.85,69.751,24,69.751,3929,69.809431,UPRO,69.7175,69.78625589349318,1
2025-05-02 11:15:00+00:00,69.95,69.95,69.89,23,69.89,1859,69.903679,UPRO,69.72749999999999,69.80185057030334,1
2025-05-02 11:20:00+00:00,69.85,69.89,69.85,7,69.89,647,69.883333,UPRO,69.74000000000001,69.80643623027446,1
2025-05-02 11:25:00+00:00,69.72,69.77,69.72,12,69.77,1660,69.723709,UPRO,69.756,69.79820420834355,1
2025-05-02 11:30:00+00:00,69.591,69.65,69.57,45,69.65,1994,69.587238,UPRO,69.77055,69.7784704742156,1
2025-05-02 11:35:00+00:00,69.63,69.63,69.55,21,69.57,2579,69.5804,UPRO,69.77455,69.76433042905221,-1
2025-05-02 11:40:00+00:00,69.62,69.62,69.6,13,69.6,1658,69.601755,UPRO,69.78055,69.75058467390438,-1
2025-05-02 11:45:00+00:00,69.57,69.61,69.57,11,69.61,1511,69.585195,UPRO,69.77905,69.73338613353253,-1
2025-05-02 11:50:00+00:00,69.68,69.71,69.67,9,69.71,1505,69.698764,UPRO,69.77655,69.72830173986277,-1
2025-05-02 11:55:00+00:00,69.63,69.63,69.57,23,69.57,6332,69.594546,UPRO,69.76804999999999,69.71893966939965,-1
2025-05-02 12:00:00+00:00,69.69,70.64,69.56,332,69.93,75526,69.880362,UPRO,69.76255,69.71618351040921,-1
2025-05-02 12:05:00+00:00,69.8,69.8,69.6709,35,69.71,3547,69.729899,UPRO,69.76255,69.72416603322738,-1
2025-05-02 12:10:00+00:00,69.73,69.8,69.72,26,69.8,4465,69.781108,UPRO,69.75404999999999,69.72472164911048,-1
2025-05-02 12:15:00+00:00,69.7101,69.72,69.7,7,69.7,353,69.711283,UPRO,69.750055,69.72332911109996,-1
2025-05-02 12:20:00+00:00,69.8,69.8,69.72,21,69.72,2760,69.783876,UPRO,69.740555,69.730631100519,-1
2025-05-02 12:25:00+00:00,69.85,69.85,69.77,44,69.82,6014,69.806986,UPRO,69.744055,69.74199956713625,-1
2025-05-02 12:30:00+00:00,70.52,70.8,69.97,555,70.0,100991,70.503609,UPRO,69.779555,69.81609484645661,1
2025-05-02 12:35:00+00:00,70.85,70.9899,70.5,217,70.5,40759,70.732936,UPRO,69.83305499999999,69.91456200393694,1
2025-05-02 12:40:00+00:00,70.7199,70.83,70.63,161,70.83,15425,70.724407,UPRO,69.87604999999999,69.99126086070484,1
2025-05-02 12:45:00+00:00,70.94,71.01,70.67,210,70.71,31007,70.91554,UPRO,69.93355,70.08161696920914,1
2025-05-02 12:50:00+00:00,71.24,71.24,70.86,200,70.96,27946,70.986793,UPRO,70.00455000000001,70.19193916261779,1
2025-05-02 12:55:00+00:00,71.37,71.4286,71.23,210,71.25,17567,71.317285,UPRO,70.07554999999999,70.30413543284466,1
2025-05-02 13:00:00+00:00,71.36,71.46,71.29,112,71.3894,6827,71.371015,UPRO,70.15105,70.40469396304994,1
2025-05-02 13:05:00+00:00,71.39,71.45,71.33,112,71.33,11761,71.406468,UPRO,70.23455,70.49853263323565,1
2025-05-02 13:10:00+00:00,71.5499,71.67,71.46,240,71.49,17590,71.577128,UPRO,70.332495,70.59866285864179,1
2025-05-02 13:15:00+00:00,71.38,71.53,71.37,127,71.53,13464,71.433082,UPRO,70.419995,70.67307591972353,1
2025-05-02 13:20:00+00:00,71.38,71.44,71.35,181,71.38,20394,71.381037,UPRO,70.507995,70.740402022607,1
2025-05-02 13:25:00+00:00,71.21,71.4,71.15,209,71.38,21762,71.226984,UPRO,70.589995,70.78512563950157,1
2025-05-02 13:30:00+00:00,71.26,71.49,71.06,1914,71.23,347188,71.29432,UPRO,70.668995,70.83035176907285,1
2025-05-02 13:35:00+00:00,71.2808,71.325,70.87,1139,71.28,160993,71.079242,UPRO,70.751535,70.87325160058973,1
2025-05-02 13:40:00+00:00,71.2,71.36,71.0551,458,71.3,71373,71.253279,UPRO,70.827035,70.90437049577166,1
2025-05-02 13:45:00+00:00,70.83,71.3,70.73,778,71.21,134575,71.056673,UPRO,70.878535,70.89728759141245,1
2025-05-02 13:50:00+00:00,70.7586,70.925,70.34,1178,70.78,166734,70.691215,UPRO,70.92996500000001,70.88407924937317,-1
2025-05-02 13:55:00+00:00,70.8338,70.9285,70.58,354,70.76,65727,70.762764,UPRO,70.98615,70.87929074943287,-1
2025-05-02 14:00:00+00:00,70.96,71.2399,70.685,692,70.82,115654,71.014647,UPRO,71.04415,70.88697734472498,-1
2025-05-02 14:05:00+00:00,71.25,71.3,71.0061,356,71.01,37613,71.168496,UPRO,71.11415,70.92155093094166,-1
2025-05-02 14:10:00+00:00,71.404,71.404,71.1797,399,71.21,53950,71.294692,UPRO,71.15835,70.96749846132816,-1
2025-05-02 14:15:00+00:00,71.42,71.6195,71.37,617,71.4,80903,71.524119,UPRO,71.18685,71.01059384596358,-1
2025-05-02 14:20:00+00:00,71.46,71.4768,71.16,823,71.3928,114114,71.297533,UPRO,71.223855,71.05339443206229,-1
2025-05-02 14:25:00+00:00,71.8,71.8097,71.45,884,71.45,109054,71.685606,UPRO,71.26685499999999,71.12449972424683,-1
2025-05-02 14:30:00+00:00,71.615,71.8,71.43,424,71.8,51586,71.575773,UPRO,71.285605,71.17121403622332,-1
2025-05-02 14:35:00+00:00,71.621,71.65,71.36,339,71.62,33541,71.54588,UPRO,71.298155,71.21405079467824,-1
2025-05-02 14:40:00+00:00,71.36,71.665,71.295,321,71.65,35273,71.409337,UPRO,71.298155,71.2279507189946,-1
2025-05-02 14:45:00+00:00,71.4401,71.5899,71.275,221,71.35,21068,71.427313,UPRO,71.30066,71.24815541242369,-1
2025-05-02 14:50:00+00:00,71.43,71.549,71.24,211,71.4348,31012,71.416862,UPRO,71.294665,71.26547394457381,-1
2025-05-02 14:55:00+00:00,71.5901,71.6191,71.395,183,71.4321,21510,71.494048,UPRO,71.30517,71.29639071175725,-1
2025-05-02 15:00:00+00:00,71.53,71.71,71.43,311,71.5937,37317,71.582428,UPRO,71.31267,71.31863921539941,1
2025-05-02 15:05:00+00:00,71.46,71.6353,71.46,196,71.52,21884,71.569939,UPRO,71.32517,71.33210214726614,1
2025-05-02 15:10:00+00:00,71.54,71.55,71.4212,239,71.45,23646,71.489357,UPRO,71.33917,71.3519019427646,1
2025-05-02 15:15:00+00:00,71.576,71.7191,71.49,191,71.54,24543,71.634263,UPRO,71.35393,71.37324461488225,1
2025-05-02 15:20:00+00:00,71.3845,71.57,71.32,218,71.515,41456,71.465556,UPRO,71.36315499999999,71.37431655632204,1
2025-05-02 15:25:00+00:00,71.19,71.38,71.1309,234,71.38,33029,71.21279,UPRO,71.381155,71.35676259857709,-1
2025-05-02 15:30:00+00:00,71.455,71.455,71.13,160,71.2,22165,71.328814,UPRO,71.41597499999999,71.36611854156975,-1
2025-05-02 15:35:00+00:00,71.6,71.6,71.37,166,71.41,28570,71.455494,UPRO,71.454285,71.38839296618215,-1
2025-05-02 15:40:00+00:00,71.6314,71.65,71.5501,193,71.62,22171,71.604871,UPRO,71.487855,71.41153649321242,-1
2025-05-02 15:45:00+00:00,71.7201,71.748,71.61,176,71.6299,18119,71.678138,UPRO,71.51136,71.44092349385886,-1
2025-05-02 15:50:00+00:00,71.66,71.759,71.5311,246,71.73,19060,71.66116,UPRO,71.52416,71.46178792301515,-1
2025-05-02 15:55:00+00:00,71.7631,71.84,71.6495,271,71.6495,29421,71.750782,UPRO,71.541315,71.49048431129941,-1
2025-05-02 16:00:00+00:00,72.29,72.35,71.7527,2254,71.77,279817,72.028351,UPRO,71.58281500000001,71.56662866260423,-1
2025-05-02 16:05:00+00:00,72.1204,72.3816,72.03,374,72.285,93304,72.255961,UPRO,71.598835,71.61936878997525,1
2025-05-02 16:10:00+00:00,72.37,72.41,72.03,418,72.117,111916,72.141773,UPRO,71.636585,71.69085747664427,1
2025-05-02 16:15:00+00:00,72.3595,72.391,72.2301,205,72.391,49242,72.329135,UPRO,71.67351,71.75453771696387,1
2025-05-02 16:20:00+00:00,72.181,72.3788,72.18,244,72.3742,31223,72.325946,UPRO,71.71455999999999,71.79515317249111,1
2025-05-02 16:25:00+00:00,72.115,72.3188,72.11,212,72.185,27221,72.230461,UPRO,71.74830499999999,71.825614775111,1
2025-05-02 16:30:00+00:00,72.23,72.31,72.13,207,72.15,39859,72.211456,UPRO,71.78830500000001,71.86412765367187,1
