timestamp,close,high,low,trade_count,open,volume,vwap,symbol
2025-05-02 18:00:00+00:00,567.51,567.55,567.15,1204,567.25,89480,567.394336,SPY
2025-05-02 18:01:00+00:00,567.36,567.59,567.36,883,567.5,61551,567.497069,SPY
2025-05-02 18:02:00+00:00,567.4674,567.58,567.36,965,567.38,51802,567.495163,SPY
2025-05-02 18:03:00+00:00,567.56,567.58,567.47,931,567.4799,79430,567.542368,SPY
2025-05-02 18:04:00+00:00,567.63,567.65,567.53,1040,567.57,88955,567.601721,SPY
2025-05-02 18:05:00+00:00,567.76,567.79,567.6,1171,567.63,91068,567.680551,SPY
2025-05-02 18:06:00+00:00,567.77,567.82,567.69,1184,567.76,99797,567.76395,SPY
2025-05-02 18:07:00+00:00,567.68,567.77,567.6,815,567.76,55654,567.668323,SPY
2025-05-02 18:08:00+00:00,567.665,567.73,567.6,729,567.68,45252,567.683269,SPY
2025-05-02 18:09:00+00:00,567.6747,567.75,567.61,657,567.65,49378,567.675566,SPY
2025-05-02 18:10:00+00:00,567.8,567.84,567.6,1063,567.66,87657,567.718483,SPY
2025-05-02 18:11:00+00:00,567.895,567.94,567.7,1049,567.81,99036,567.875176,SPY
2025-05-02 18:12:00+00:00,567.815,567.9588,567.8,708,567.9,49567,567.874286,SPY
2025-05-02 18:13:00+00:00,567.8092,567.8799,567.73,639,567.82,57441,567.808351,SPY
2025-05-02 18:14:00+00:00,567.84,567.91,567.77,730,567.8,48655,567.830193,SPY
2025-05-02 18:15:00+00:00,567.78,567.85,567.67,855,567.8201,77745,567.754518,SPY
2025-05-02 18:16:00+00:00,567.84,567.87,567.77,645,567.79,34039,567.815135,SPY
2025-05-02 18:17:00+00:00,567.86,567.94,567.81,697,567.82,44977,567.871094,SPY
2025-05-02 18:18:00+00:00,567.86,567.885,567.69,732,567.84,46321,567.823631,SPY
2025-05-02 18:19:00+00:00,567.7101,567.94,567.7101,943,567.85,65575,567.830151,SPY
2025-05-02 18:20:00+00:00,567.53,567.79,567.53,1136,567.715,92799,567.673323,SPY
2025-05-02 18:21:00+00:00,567.7299,567.81,567.4701,1220,567.54,98327,567.685943,SPY
2025-05-02 18:22:00+00:00,567.75,567.815,567.63,1028,567.725,72780,567.727747,SPY
2025-05-02 18:23:00+00:00,567.68,567.771,567.68,663,567.77,41171,567.735134,SPY
2025-05-02 18:24:00+00:00,567.79,567.82,567.58,847,567.68,44998,567.695703,SPY
2025-05-02 18:25:00+00:00,567.75,567.8088,567.7,610,567.77,28639,567.754396,SPY
2025-05-02 18:26:00+00:00,567.65,567.818,567.64,617,567.749,35059,567.73385,SPY
2025-05-02 18:27:00+00:00,567.81,567.83,567.67,867,567.6715,56814,567.785547,SPY
2025-05-02 18:28:00+00:00,567.75,567.82,567.68,622,567.8135,31476,567.748893,SPY
2025-05-02 18:29:00+00:00,567.65,567.829,567.65,801,567.72,78607,567.753992,SPY
